,Name,Year_of_Release,Publisher,Country,City,Developer,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
15212,Atelier Firis: The Alchemist of the Mysterious Journey,2016.0,Tecmo Koei,nan,nan,,PSV,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15213,Phoenix Wright: Ace Attorney Trilogy,2014.0,Capcom,Japan,Osaka,NATSUME ATARI Inc.,3DS,Adventure,0.0,0.0,0.02,0.0,0.02,81.0,34.0,9.0,76.0,T
15214,Princess Saver! Eternal Love for My Lady,2010.0,Comfort,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15215,Jitsumei Jikkyou Keiba Dream Classic 2002,2002.0,Namco Bandai Games,nan,nan,,PS2,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15216,Ice Age: Dawn of the Dinosaurs,2009.0,Activision,United States,Santa Monica,Activision,PC,Action,0.02,0.0,0.0,0.0,0.02,67.0,5.0,,,E10+
15217,To Love-Ru Trouble: Darkness - True Princess,2015.0,FuRyu,Japan,Tokyo,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15218,Tokyo Mew Mew,2002.0,Takara,nan,nan,,PS,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15219,Kawasaki Jet Ski,2008.0,Metro 3D,nan,nan,Data Design Interactive,Wii,Racing,0.02,0.0,0.0,0.0,0.02,,,0.6,5.0,E
15220,Interactive Storybook DS Series 3,2007.0,Tommo,nan,nan,Starfish SD,DS,Misc,0.02,0.0,0.0,0.0,0.02,,,,,E
15221,Twinkle * Crusaders GoGo!,2010.0,ASCII Media Works,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15222,Moujuutsukai to Oujisama: Snow Bride Portable,2012.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15223,Rule of Rose,2006.0,505 Games,nan,nan,"Punchline, Shirogumi",PS2,Action,0.01,0.01,0.0,0.0,0.02,59.0,44.0,8.6,51.0,M
15224,RedCard 20-03,2002.0,Midway Games,United States,Chicago,Point of View,GC,Sports,0.02,0.0,0.0,0.0,0.02,71.0,11.0,7.4,5.0,E
15225,Bejeweled 2 Deluxe,2006.0,Focus Home Interactive,France,Paris,PopCap,PC,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,E
15226,Freestyle Metal X,2003.0,Midway Games,United States,Chicago,,XB,Racing,0.02,0.0,0.0,0.0,0.02,,,,,
15227,Captain Morgane and the Golden Turtle,2012.0,Reef Entertainment,nan,nan,Wizarbox,PS3,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,
15228,Shonen Jump's One Piece: Grand Adventure,2005.0,Namco Bandai Games,nan,nan,,PS2,Fighting,0.01,0.01,0.0,0.0,0.02,,,,,
15229,Dino Dini's Kick Off Revival,2016.0,Avanquest,nan,nan,"The Digital Lounge, Dino Dini",PS4,Sports,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,
15230,Pac-Man World Rally,2006.0,Namco Bandai Games,nan,nan,Smart Bomb Interactive,PS2,Racing,0.01,0.01,0.0,0.0,0.02,54.0,20.0,7.4,5.0,E
15231,Winning Post 8 2015,2015.0,Tecmo Koei,nan,nan,,PS3,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15232,GT Legends,2005.0,Atari,United States,Pawtucket,SimBin,PC,Racing,0.0,0.02,0.0,0.0,0.02,84.0,21.0,8.6,44.0,E
15233,Monster High 13 Wishes,2013.0,Little Orbit,nan,nan,Game Machine Studios,WiiU,Action,0.02,0.0,0.0,0.0,0.02,,,5.5,8.0,E
15234,Ukiyo no Roushi,2015.0,Unknown,nan,nan,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15235,Uta Kumi 575,2014.0,Sega,United States,"Ota, Tokyo,San Francisco",,PSV,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15236,The Professor's Brain Trainer: Logic,2005.0,505 Games,nan,nan,,DS,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,
15237,Street Fighter X Tekken,2012.0,Capcom,Japan,Osaka,"Capcom, QLOC",PC,Fighting,0.0,0.02,0.0,0.0,0.02,79.0,8.0,6.4,134.0,T
15238,Kung Fu Panda,2008.0,Activision,United States,Santa Monica,Beenox,PC,Action,0.0,0.02,0.0,0.0,0.02,71.0,11.0,7.8,12.0,E10+
15239,428: Fuusa Sareta Shibuya de,2009.0,Spike,Japan,Tokyo,,PS3,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15240,Catan,2009.0,CDV Software Entertainment,nan,nan,,DS,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,
15241,Frontlines: Fuel of War,2008.0,THQ,United States,Agoura Hills,Kaos Studios,PC,Shooter,0.0,0.02,0.0,0.0,0.02,73.0,19.0,6.9,171.0,T
15242,Jewel Match 2,2012.0,Easy Interactive,nan,nan,,DS,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,
15243,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010.0,D3Publisher,nan,nan,,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15244,Rugby World Cup 2015,2015.0,Ubisoft,Europe,Montreuil-sous-Bois,HB Studios Multimedia,XOne,Sports,0.0,0.02,0.0,0.0,0.02,,,4.3,7.0,E
15245,NFL Blitz Pro,2003.0,Midway Games,United States,Chicago,Midway,GC,Sports,0.02,0.0,0.0,0.0,0.02,71.0,9.0,,,E
15246,Tom Clancy's EndWar,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Shanghai,PC,Strategy,0.0,0.02,0.0,0.0,0.02,68.0,24.0,6.7,42.0,T
15247,Totally Spies! 2: Undercover,2006.0,Atari,United States,Pawtucket,,DS,Action,0.01,0.01,0.0,0.0,0.02,,,,,
15248,Black Rose Valkyrie,2016.0,Idea Factory,Japan,"Shibuya, Tokyo",,PS4,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15249,Commandos: Strike Force,2006.0,Eidos Interactive,nan,nan,Pyro Studios,XB,Shooter,0.02,0.0,0.0,0.0,0.02,62.0,27.0,,,T
15250,Warriors of the Lost Empire (JP sales),2007.0,Mercury Games,nan,nan,,PSP,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15251,Jojo's Bizarre Adventure,1999.0,Virgin Interactive,nan,nan,,PS,Fighting,0.01,0.01,0.0,0.0,0.02,,,,,
15252,Lode Runner,2006.0,Hudson Entertainment,nan,nan,,DS,Puzzle,0.0,0.0,0.02,0.0,0.02,,,,,
15253,Evolution Snowboarding,2002.0,Konami Digital Entertainment,nan,nan,Konami,PS2,Sports,0.01,0.01,0.0,0.0,0.02,38.0,9.0,,,T
15254,Zathura,2005.0,Take-Two Interactive,nan,nan,High Voltage Software,XB,Adventure,0.02,0.0,0.0,0.0,0.02,48.0,15.0,5.5,4.0,E10+
15255,Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007.0,Sega,United States,"Ota, Tokyo,San Francisco",,PS2,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15256,Zillions of Enemy X: Zetsukai no Crusade,2013.0,Nippon Ichi Software,Japan,Kakamigahara,,PS3,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15257,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996.0,Compile,nan,nan,,SNES,Puzzle,0.0,0.0,0.02,0.0,0.02,,,,,
15258,Plants vs. Zombies: Garden Warfare,2014.0,Electronic Arts,United States,Redwood City,PopCap,PC,Shooter,0.0,0.02,0.0,0.0,0.02,78.0,11.0,7.8,186.0,E10+
15259,Happiness! De-Lucks,2007.0,Marvelous Interactive,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15260,Doki Majo Plus,2009.0,SNK Playmore,nan,nan,,DS,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15261,Eureka Seven Vol. 2: The New Vision,2006.0,Namco Bandai Games,nan,nan,Namco Bandai Games America,PS2,Shooter,0.0,0.0,0.02,0.0,0.02,40.0,17.0,7.0,5.0,T
15262,Love Once: Mermaid's Tears,2011.0,Unknown,nan,nan,,PS3,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15263,Castlevania: Lords of Shadow - Reverie,2011.0,Konami Digital Entertainment,nan,nan,,X360,Action,0.02,0.0,0.0,0.0,0.02,,,,,
15264,Puzzle Challenge: Crosswords and More!,2006.0,Crave Entertainment,nan,nan,,PS2,Puzzle,0.01,0.01,0.0,0.0,0.02,,,,,
15265,Muppets Party Cruise,2003.0,TDK Mediactive,nan,nan,Mass Media,GC,Misc,0.02,0.0,0.0,0.0,0.02,,,8.0,5.0,E
15266,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",2009.0,D3Publisher,nan,nan,,PSP,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15267,Test Drive Unlimited,2007.0,Atari,United States,Pawtucket,Eden Studios,PC,Racing,0.0,0.02,0.0,0.0,0.02,79.0,18.0,8.1,124.0,T
15268,Shippuu Mahou Daisakusen: Kingdom-Grandprix,1996.0,Gaga,nan,nan,,SAT,Shooter,0.0,0.0,0.02,0.0,0.02,,,,,
15269,Saint,,Unknown,nan,nan,Opera House,Wii,Shooter,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15270,Grey's Anatomy: The Video Game,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Longtail Studios,PC,Adventure,0.0,0.02,0.0,0.0,0.02,36.0,4.0,3.9,20.0,T
15271,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,2006.0,Yamasa Entertainment,nan,nan,,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15272,Let's Play Flight Attendant,2010.0,Deep Silver,nan,nan,Zig Zag,DS,Simulation,0.02,0.0,0.0,0.0,0.02,,,,,E
15273,F1 Race Stars,2012.0,Codemasters,United Kingdom,Southam,Codemasters,PC,Racing,0.0,0.02,0.0,0.0,0.02,62.0,8.0,5.4,46.0,E
15274,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,2011.0,Plenty,nan,nan,,DS,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15275,Call of Duty: Modern Warfare Trilogy,2016.0,Activision,United States,Santa Monica,Infinity Ward,PS3,Shooter,0.01,0.01,0.0,0.0,0.02,,,7.0,5.0,M
15276,Motto! SoniComi,2014.0,Kadokawa Games,nan,nan,,PS3,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,
15277,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,2011.0,Quinrose,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15278,Serious Sam: Next Encounter,2004.0,Global Star,nan,nan,Climax Group,GC,Shooter,0.02,0.0,0.0,0.0,0.02,69.0,18.0,8.4,9.0,M
15279,Diabolik Lovers: More Blood,2015.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSV,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15280,PachiPara 15: Super Umi Monogatari in Okinawa 2,2010.0,Irem Software Engineering,nan,nan,,PS3,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15281,Serious Sam HD: Gold Edition,2010.0,Devolver Digital,nan,nan,,PC,Shooter,0.0,0.02,0.0,0.0,0.02,,,,,
15282,Knight's Apprentice: Memorick's Adventures,2004.0,Microids,nan,nan,Microids,XB,Action,0.02,0.0,0.0,0.0,0.02,53.0,11.0,4.5,8.0,T
15283,Akai Ito DS,2008.0,Alchemist,nan,nan,,DS,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15284,Natsuiro no Sunadokei,2002.0,Princess Soft,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15285,Freedom Wings,2006.0,Natsume,Japan,"Shinjuku, Tokyo",Beluga Computer,DS,Simulation,0.02,0.0,0.0,0.0,0.02,46.0,7.0,7.7,6.0,E10+
15286,Unreal Anthology,2006.0,Midway Games,United States,Chicago,Various,PC,Shooter,0.0,0.02,0.0,0.0,0.02,,,8.8,5.0,M
15287,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007.0,Sega,United States,"Ota, Tokyo,San Francisco",,PS2,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15288,Triple Crown Championship Snowboarding,2010.0,Destineer,nan,nan,,Wii,Sports,0.02,0.0,0.0,0.0,0.02,,,,,
15289,Dream Chronicles,2010.0,Zoo Games,nan,nan,Kat Games,DS,Adventure,0.02,0.0,0.0,0.0,0.02,,,,,E
15290,18 Wheels of Steel: Extreme Trucker,2009.0,Rondomedia,nan,nan,,PC,Racing,0.0,0.02,0.0,0.0,0.02,,,8.0,10.0,
15291,X3: Terran War Pack,2012.0,Deep Silver,nan,nan,,PC,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15292,Geon Cube,2009.0,P2 Games,nan,nan,Strawdog Studios,Wii,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,E
15293,Left 4 Dead,2008.0,Electronic Arts,United States,Redwood City,Valve Software,PC,Shooter,0.0,0.02,0.0,0.0,0.02,89.0,58.0,9.2,3717.0,M
15294,Steal Princess,,Unknown,nan,nan,Climax Entertainment,DS,Platform,0.02,0.0,0.0,0.0,0.02,60.0,14.0,,,E10+
15295,Ballblazer Champions,1997.0,CTO SpA,nan,nan,,PS,Sports,0.01,0.01,0.0,0.0,0.02,,,,,
15296,Azada,2012.0,Licensed 4U,nan,nan,Engine Software,3DS,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,E
15297,Gochuumon wa Usagi Desu ka?? Wonderful Party!,2016.0,5pb,nan,nan,,PSV,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15298,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008.0,Alchemist,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15299,Galaxy Angel II: Eigou Kaiki no Koku,2009.0,Broccoli,nan,nan,,PS2,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,
15300,Moujuutsukai to Oujisama Portable,2011.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15301,Genroh,2012.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15302,Otome wa Oanesama Boku ni Koi Shiteru Portable,2010.0,Alchemist,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15303,Iron Phoenix,2005.0,Sega,United States,"Ota, Tokyo,San Francisco",InterServ International,XB,Fighting,0.02,0.0,0.0,0.0,0.02,58.0,11.0,6.5,4.0,T
15304,Kuon,2004.0,Indie Games,nan,nan,From Software,PS2,Adventure,0.01,0.01,0.0,0.0,0.02,57.0,20.0,7.7,9.0,M
15305,Kannou Mukashi Banashi Portable,2012.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15306,Tennis no Oji-Sama: Driving Smash! Side King,2008.0,Konami Digital Entertainment,nan,nan,,DS,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15307,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010.0,Alchemist,nan,nan,,PS3,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15308,Rose to Tasogare no Kojou,2016.0,Nippon Ichi Software,Japan,Kakamigahara,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15309,Tale of a Hero,2010.0,Daedalic,nan,nan,,PC,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,
15310,UnchainBlades EXXiV,2012.0,FuRyu,Japan,Tokyo,,3DS,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15311,Mount & Blade,2008.0,Paradox Interactive,nan,nan,,PC,Role-Playing,0.0,0.02,0.0,0.0,0.02,,,,,
15312,Carmen Sandiego: The Secret of the Stolen Drums,2004.0,BAM! Entertainment,nan,nan,Artificial Mind and Movement,GC,Action,0.02,0.0,0.0,0.0,0.02,57.0,9.0,,,E
15313,Fritz Chess,2009.0,Deep Silver,nan,nan,Deep Silver,DS,Strategy,0.02,0.0,0.0,0.0,0.02,,,,,E
15314,Puyo Puyo! 15th Anniversary,2007.0,Sega,United States,"Ota, Tokyo,San Francisco",,PSP,Puzzle,0.0,0.0,0.02,0.0,0.02,,,,,
15315,Mind over Matter,2010.0,505 Games,nan,nan,505 Games,DS,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,E
15316,Dies Irae: Amantes Amentes,2012.0,Views,nan,nan,,PSP,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15317,The Idolmaster: Gravure For You! Vol.9,2012.0,Namco Bandai Games,nan,nan,,PS3,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15318,Casper's Scare School: Classroom Capers,2008.0,Blast! Entertainment Ltd,nan,nan,Nikitova Games,DS,Adventure,0.02,0.0,0.0,0.0,0.02,,,,,E
15319,Discovery Kids: Snake Safari,2009.0,505 Games,nan,nan,505 Games,DS,Simulation,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15320,Heavy Fire: The Chosen Few 3D,2011.0,Mastiff,nan,nan,Teyon,3DS,Shooter,0.02,0.0,0.0,0.0,0.02,,,6.3,4.0,T
15321,Fuel,2009.0,Codemasters,United Kingdom,Southam,Asobo Studio,PC,Racing,0.0,0.02,0.0,0.0,0.02,67.0,16.0,6.7,86.0,E
15322,The Settlers IV,2001.0,Blue Byte,nan,nan,,PC,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,
15323,Ryu-koku,2006.0,KID,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15324,Dungeon Defenders,2011.0,Unknown,nan,nan,Trendy Entertainment,PC,Role-Playing,0.02,0.0,0.0,0.0,0.02,81.0,26.0,7.3,399.0,E10+
15325,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,2008.0,Square Enix,Japan,"Shinjuku, Tokyo",,DS,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15326,GunParade Orchestra: Midori no Shou,2006.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15327,Group S Challenge,2003.0,Capcom,Japan,Osaka,Capcom,XB,Racing,0.02,0.0,0.0,0.0,0.02,57.0,17.0,6.0,5.0,E
15328,Fritz Chess,2009.0,Deep Silver,nan,nan,Deep Silver,Wii,Strategy,0.02,0.0,0.0,0.0,0.02,,,,,E
15329,G1 Jockey Wii,2007.0,Tecmo Koei,nan,nan,,Wii,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15330,Shooter: Starfighter Sanvein,2000.0,Midas Interactive Entertainment,nan,nan,,PS,Shooter,0.01,0.01,0.0,0.0,0.02,,,,,
15331,Sakura Wars 1 & 2,2006.0,Sega,United States,"Ota, Tokyo,San Francisco",,PSP,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,
15332,Dragon's Lair,2010.0,Destineer,nan,nan,"United Coders, Wizardry Engineering",DS,Platform,0.02,0.0,0.0,0.0,0.02,63.0,4.0,,,E10+
15333,Disney's Meet the Robinsons,2007.0,Disney Interactive Studios,United States,Glendale,"Climax Group, Climax Studios",DS,Action,0.02,0.0,0.0,0.0,0.02,64.0,6.0,,,E10+
15334,Mata Hari: Betrayal is only a Kiss Away,2008.0,DTP Entertainment,nan,nan,DTP Entertainment,PC,Adventure,0.0,0.02,0.0,0.0,0.02,63.0,11.0,,,T
15335,Cities in Motion Collection,2011.0,Unknown,nan,nan,Paradox Interactive,PC,Simulation,0.0,0.02,0.0,0.0,0.02,,,,,E
15336,Date A Live: Arusu Install,2014.0,Compile Heart,Japan,Tokyo,,PS3,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15337,Terminator 3: The Redemption,2004.0,Atari,United States,Pawtucket,Paradigm Entertainment,GC,Shooter,0.02,0.0,0.0,0.0,0.02,68.0,20.0,,,T
15338,Farm Frenzy,2008.0,Mumbo Jumbo,nan,nan,Melesta,PC,Strategy,0.02,0.0,0.0,0.0,0.02,,,,,E
15339,Tengen Toppa Gurren-Lagann,2007.0,Konami Digital Entertainment,nan,nan,,DS,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15340,Mario Tennis,,nan,nan,nan,,3DS,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15341,Sugoi Hebereke,1994.0,Sunsoft,nan,nan,,SNES,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,
15342,Pebble Beach Golf Links,1994.0,Sega,United States,"Ota, Tokyo,San Francisco",,SAT,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15343,Veggy World,2011.0,Jack of All Games,nan,nan,Jack of All Games,DS,Shooter,0.02,0.0,0.0,0.0,0.02,,,,,E
15344,Dakar 2: The World's Ultimate Rally,2003.0,Acclaim Entertainment,United States,Glen Cove,,XB,Racing,0.02,0.0,0.0,0.0,0.02,,,,,
15345,Balls of Fury,2007.0,Zoo Digital Publishing,nan,nan,Black Lantern Studios,Wii,Sports,0.02,0.0,0.0,0.0,0.02,19.0,6.0,2.8,25.0,E10+
15346,Indigo Prophecy,2005.0,Atari,United States,Pawtucket,Quantic Dream,PC,Adventure,0.0,0.02,0.0,0.0,0.02,85.0,41.0,8.3,375.0,M
15347,Overlord,2007.0,Codemasters,United Kingdom,Southam,Triumph Studios,PC,Strategy,0.0,0.02,0.0,0.0,0.02,81.0,27.0,8.1,220.0,T
15348,Higurashi Daybreak Portable Mega Edition,2009.0,Alchemist,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15349,The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Electronic Arts,United States,Redwood City,EA LA,PC,Strategy,0.01,0.01,0.0,0.0,0.02,84.0,36.0,7.5,366.0,T
15350,Whiteout,2002.0,Konami Digital Entertainment,nan,nan,Vicarious Visions,PS2,Racing,0.01,0.01,0.0,0.0,0.02,50.0,12.0,,,T
15351,Shinken de Watashi ni Koi Shinasai! R,2012.0,Minato Station,nan,nan,,PS3,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15352,Command & Conquer: The First Decade,2006.0,Electronic Arts,United States,Redwood City,,PC,Strategy,0.01,0.01,0.0,0.0,0.02,,,,,
15353,Shiratsuyu no Kai,2013.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15354,Rugby League Team Manager 2015,2015.0,Alternative Software,nan,nan,Alternative Software,PC,Action,0.0,0.02,0.0,0.0,0.02,,,,,
15355,FIFA Soccer 09,2008.0,Electronic Arts,United States,Redwood City,EA Canada,PC,Sports,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,E
15356,Quake 4,2005.0,Activision,United States,Santa Monica,Raven Software,PC,Shooter,0.0,0.02,0.0,0.0,0.02,81.0,62.0,7.6,281.0,M
15357,XGRA: Extreme G Racing Association,2003.0,Acclaim Entertainment,United States,Glen Cove,Acclaim Studios Cheltenham,GC,Racing,0.02,0.0,0.0,0.0,0.02,69.0,13.0,7.0,5.0,T
15358,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,2008.0,fonfun,nan,nan,,PSP,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,
15359,Max Payne,2001.0,Take-Two Interactive,nan,nan,Remedy Entertainment,PC,Shooter,0.0,0.02,0.0,0.0,0.02,89.0,32.0,9.1,1016.0,M
15360,Taito Legends 2,2006.0,Empire Interactive,nan,nan,Empire Oxford,PS2,Misc,0.01,0.01,0.0,0.0,0.02,67.0,11.0,,,T
15361,Touhou Genso Rondo: Bullet Ballet,2016.0,Nippon Ichi Software,Japan,Kakamigahara,"Mediascape, CUBETYPE",PS4,Shooter,0.02,0.0,0.0,0.0,0.02,55.0,19.0,4.7,34.0,E10+
15362,Kill.Switch,2004.0,Zoo Digital Publishing,nan,nan,Visual Impact,GBA,Shooter,0.02,0.01,0.0,0.0,0.02,,,,,T
15363,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",2010.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15364,Jinsei Game Wii,2007.0,Takara Tomy,nan,nan,,Wii,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15365,So Blonde,2008.0,Eidos Interactive,nan,nan,,PC,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,
15366,Atari Flashback Classics: Volume 1,2016.0,Atari,United States,Pawtucket,"Atari, Atari SA",XOne,Misc,0.02,0.0,0.0,0.0,0.02,,,,,E
15367,The Sims: Complete Collection,2005.0,Electronic Arts,United States,Redwood City,,PC,Simulation,0.01,0.01,0.0,0.0,0.02,,,,,
15368,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,2008.0,Benesse,nan,nan,,DS,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15369,SBK: Snowboard Kids,2005.0,Rising Star Games,United Kingdom,Luton,Racjin,DS,Sports,0.02,0.0,0.0,0.0,0.02,63.0,14.0,6.5,4.0,E
15370,Gekka Ryouran Romance,2011.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15371,Guess the Logos,2004.0,Sega,United States,"Ota, Tokyo,San Francisco",,XB,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,
15372,Ore no Yome: Anata Dake no Hanayome,2010.0,Idea Factory,Japan,"Shibuya, Tokyo",,X360,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15373,Resident Evil Zero,2016.0,Capcom,Japan,Osaka,,PC,Action,0.01,0.01,0.0,0.0,0.02,,,,,
15374,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,1996.0,Sonnet,nan,nan,,SAT,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15375,Final Approach 2: 1st Priority,2008.0,Princess Soft,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15376,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,2009.0,PlayV,nan,nan,,DS,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15377,Homeworld,1998.0,Vivendi Games,nan,nan,Relic,PC,Strategy,0.0,0.02,0.0,0.0,0.02,93.0,20.0,9.0,326.0,E
15378,Back to the Future: The Game,2015.0,Telltale Games,United States,San Rafael,Telltale Games,X360,Adventure,0.02,0.0,0.0,0.0,0.02,,,7.5,10.0,
15379,Sniper Elite V2,2013.0,505 Games,nan,nan,Rebellion,WiiU,Shooter,0.0,0.02,0.0,0.0,0.02,58.0,5.0,5.8,30.0,M
15380,Moujuutsukai to Oujisama: Snow Bride,2011.0,Idea Factory,Japan,"Shibuya, Tokyo",,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15381,Detective Jinguuji Saburo: Ronde Revenge,2012.0,Arc System Works,Japan,Yokohama,,3DS,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15382,Casper: Spirit Dimensions,2002.0,TDK Mediactive,nan,nan,Lucky Chicken,GC,Platform,0.02,0.0,0.0,0.0,0.02,,,,,E
15383,Meitantei Evangelion,2007.0,Broccoli,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
